file_path,line_number,match_context
"facturino/lang/fi.json",1511,"      \""system_req_desc\"": \""InvoiceShelfissa on muutamia palvelimen vaatimuksia. Varmista\, että palvelimellasi on vaadittu php versio ja kaikki liitännäiset mainittuna alla.\"""
"facturino/lang/sk.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/sk.json",904,"      \""mail_config_desc\"": \""Nižšie nájdete konfiguráciu E-mailu použitého k odosielaniu E-mailov z aplikácie InvoiceShelf. Môžete taktiež nastaviť spojenie so službami tretích strán ako napríklad Sendgrid\, SES a pod.\"""
"facturino/lang/sk.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/sk.json",1202,"      \""description\"": \""Môžete pridať alebo odobrať dane. InvoiceShelf podporuje dane jednotlivých položiek aj na faktúre.\""\,"
"facturino/lang/sk.json",1339,"      \""description\"": \""V predvolenom nastavení použije InvoiceShelf váš lokálny disk na ukladanie záloh\, avatarov a iných obrazových súborov. Môžete nakonfigurovať viac ako jeden disku ako napr. DigitalOcean\, S3 a Dropbox podľa vašich preferencií.\""\,"
"facturino/lang/sk.json",1390,"      \""confirm_delete\"": \""Vaše existujúce súbory a priečinky na zadanom disku nebudú ovplyvnené ale konfigurácia vášho disku bude odstránená z InvoiceShelfu\""\,"
"facturino/lang/sk.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/sk.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/sk.json",1511,"      \""system_req_desc\"": \""InvoiceShelf má niekoľko požiadaviek na server. Skontrolujte či má váš server požadovanú verziu php a všetky moduly uvedené nižšie.\"""
"facturino/lang/pt.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/pt.json",925,"      \""section_description\"": \""Informações sobre sua empresa que serão exibidas em Faturas\, Orçamentos e outros documentos criados pela InvoiceShelf.\""\,"
"facturino/lang/pt.json",1140,"      \""invoice_viewed_desc\"": \""Quando o seu cliente visualiza uma Fatura enviada pelo painel do InvoiceShelf.\""\,"
"facturino/lang/pt.json",1142,"      \""estimate_viewed_desc\"": \""Quando o seu cliente visualiza um Orçamento enviada pelo painel do InvoiceShelf.\""\,"
"facturino/lang/pt.json",1169,"      \""description\"": \""Insira a taxa de câmbio de todas as moedas mencionadas abaixo para ajudar o InvoiceShelf a calcular corretamente os valores em {currency}.\""\,"
"facturino/lang/pt.json",1202,"      \""description\"": \""Você pode adicionar ou remover impostos conforme desejar. O InvoiceShelf suporta impostos sobre itens individuais e também na Fatura.\""\,"
"facturino/lang/pt.json",1292,"      \""description\"": \""Você pode atualizar facilmente o InvoiceShelf\, verifique se há novas atualizações\, clicando no botão abaixo\""\,"
"facturino/lang/pt.json",1339,"      \""description\"": \""Por padrão\, o InvoiceShelf usará o seu disco local para salvar os backups\, avatar e outros arquivos de imagem. Você pode configurar mais de um drivers de disco como DigitalOcean\, S3 e Dropbox de acordo com sua preferência.\""\,"
"facturino/lang/pt.json",1390,"      \""confirm_delete\"": \""Seus arquivos e pastas existentes no disco especificado não serão afetados\, mas sua configuração de disco será excluída do InvoiceShelf\""\,"
"facturino/lang/pt.json",1451,"      \""description\"": \""Selecionar a linguagem para instalação do InvoiceShelf\"""
"facturino/lang/pt.json",1475,"      \""desc\"": \""O InvoiceShelf usa a autenticação baseada na sessão que requer verificação de domínio para fins de segurança. Por favor\, insira o domínio que você vai acessar seu aplicativo.\""\,"
"facturino/lang/pt.json",1512,"      \""system_req_desc\"": \""O InvoiceShelf tem alguns requisitos de servidor. Verifique se o seu servidor possui a versão do PHP necessária e todas as extensões mencionadas abaixo.\"""
"facturino/lang/en.json",928,"      \""section_description\"": \""Information about your company that will be displayed on invoices\, estimates and other documents created by InvoiceShelf.\""\,"
"facturino/lang/en.json",1172,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/en.json",1205,"      \""description\"": \""You can add or Remove Taxes as you please. InvoiceShelf supports Taxes on Individual Items as well as on the invoice.\""\,"
"facturino/lang/en.json",1300,"      \""description\"": \""You can easily update InvoiceShelf by checking for a new update by clicking the button below\""\,"
"facturino/lang/en.json",1347,"      \""description\"": \""By default\, InvoiceShelf will use your local disk for saving backups\, avatar and other image files. You can configure more than one disk drivers like DigitalOcean\, S3 and Dropbox according to your preference.\""\,"
"facturino/lang/en.json",1398,"      \""confirm_delete\"": \""Your existing files & folders in the specified disk will not be affected but your disk configuration will be deleted from InvoiceShelf\""\,"
"facturino/lang/en.json",1459,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/en.json",1483,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/en.json",1519,"      \""system_req_desc\"": \""InvoiceShelf has a few server requirements. Make sure that your server has the required php version and all the extensions mentioned below.\"""
"facturino/lang/it.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/it.json",1169,"      \""description\"": \""Inserisci il tasso di cambio di tutte le valute menzionate di seguito per aiutare il InvoiceShelfe a calcolare correttamente gli importi in {currency}.\""\,"
"facturino/lang/it.json",1339,"      \""description\"": \""Per impostazione predefinita\, InvoiceShelf utilizzerà il disco locale per salvare backup\, avatar e altri file di immagine. Puoi configurare più di un driver disco come DigitalOcean\, S3 e Dropbox in base alle tue preferenze.\""\,"
"facturino/lang/it.json",1390,"      \""confirm_delete\"": \""I file e le cartelle esistenti nel disco specificato non saranno toccati\, ma la configurazione del disco sarà eliminata dal InvoiceShelf\""\,"
"facturino/lang/it.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/it.json",1475,"      \""desc\"": \""InvoiceShelf utilizza l'autenticazione basata su sessione\, che richiede la verifica del dominio per scopi di sicurezza. Inserisci il dominio su cui accederai alla tua applicazione web.\""\,"
"facturino/lang/it.json",1511,"      \""system_req_desc\"": \""InvoiceShelf ha alcuni requisiti di sistema. Assicurati che il server ha la versione di php richiesta e tutte le estensioni necessarie.\"""
"facturino/lang/sr.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/sr.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/sr.json",1292,"      \""description\"": \""Lako možeš da ažuriraš InvoiceShelf tako što ćeš uraditi proveru novih verzija klikom na polje ispod\""\,"
"facturino/lang/sr.json",1339,"      \""description\"": \""Podrazumevano ponašanje je da InvoiceShelf koristi lokalni disk za čuvanje bekapa\, avatara i ostalih slika. Možete podesiti više od jednog disk drajvera od provajdera poput DigitalOcean\, S3 i Dropbox po vašoj želji.\""\,"
"facturino/lang/sr.json",1390,"      \""confirm_delete\"": \""Ovo neće uticati na vaše postojeće fajlove i foldere na navedenom disku\, ali će se konfiguracija vašeg diska izbrisati iz InvoiceShelfa.\""\,"
"facturino/lang/sr.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/sr.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/sr.json",1511,"      \""system_req_desc\"": \""InvoiceShelf ima nekoliko zahteva za server. Proveri da li tvoj server ima potrebnu verziju PHP-a i sva navedena proširenja navedena u nastavku\"""
"facturino/lang/hr.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/hr.json",1292,"      \""description\"": \""Lako možeš ažurirati InvoiceShelf tako da napraviš provjeru novih verzija klikom na polje ispod\""\,"
"facturino/lang/hr.json",1339,"      \""description\"": \""Zadano ponašanje je da InvoiceShelf koristi lokalni disk za čuvanje backupa\, avatara i ostalih slika. Možete podesiti više od jednog disk drajvera od provajdera poput DigitalOcean\, S3 i Dropbox po vašoj želji.\""\,"
"facturino/lang/hr.json",1390,"      \""confirm_delete\"": \""Ovo neće utjecati na vaše postojeće fajlove i foldere na navedenom disku\, ali će se konfiguracija vašeg diska izbrisati iz InvoiceShelfa.\""\,"
"facturino/lang/hr.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/hr.json",1511,"      \""system_req_desc\"": \""InvoiceShelf ima nekoliko zahtjeva za server. Provjeri da li tvoj server ima potrebnu verziju PHP-a i sva navedena proširenja navedena u nastavku\"""
"facturino/lang/fr.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/fr.json",1259,"      \""general_settings\"": \""Modifiez ici les paramètres globaux de InvoiceShelf.\""\,"
"facturino/lang/fr.json",1292,"      \""description\"": \""Mettez simplement InvoiceShelf à jour en cliquant sur le bouton ci-dessous.\""\,"
"facturino/lang/fr.json",1316,"      \""description\"": \""Gérez ici vos sauvegardes. InvoiceShelf créée un fichiez ZIP contenant vos fichiers et un export de la base de données.\""\,"
"facturino/lang/fr.json",1339,"      \""description\"": \""InvoiceShelf utilise par défaut votre disque local pour stocker les sauvegardes\, les avatar et d'autres fichiers image. Vous pouvez configurer d'autres comptes de stockage\, comme DigitalOcean\, S3 et Dropbox.\""\,"
